id_department,department_name,terrain_area,old_antenna,new_antenna_type
31,Vaupes,1385400,29,d
21,Narino,427600,21,d
20,Meta,416600,17,e
7,Caldas,1123800,15,c
18,La Guajira,1022400,1,b
4,Atlantico,1549600,13,b
1,Amazonas,1881600,25,c
17,Huila,1516000,2,c
24,Quindio,1960400,25,c
3,Arauca,798400,13,b
18,La Guajira,668000,25,a
10,Cauca,506000,6,b
15,Guainia,442600,26,e
24,Quindio,962800,17,d
10,Cauca,477400,12,c
26,San Andres y Providencia,1027800,1,e
23,Putumayo,112600,30,d
23,Putumayo,1670400,21,b
18,La Guajira,1032400,10,b
22,Norte de Santander,1481000,14,e
8,Caqueta,1589200,25,c
26,San Andres y Providencia,1863400,28,a
5,Bolivar,1607000,3,a
13,Cordoba,712400,9,c
10,Cauca,979400,4,b
32,Vichada,442600,23,d
1,Amazonas,462000,24,c
27,Santander,895600,24,d
17,Huila,565400,9,a
5,Bolivar,462600,22,d
21,Narino,186000,17,b
25,Risaralda,1923800,13,c
28,Sucre,777200,19,c
25,Risaralda,1005800,26,a
20,Meta,1292200,11,d
7,Caldas,1658800,8,c
2,Antioquia,244400,26,c
15,Guainia,656600,15,d
6,Boyaca,1774600,20,a
8,Caqueta,688000,24,e
31,Vaupes,482200,5,a
2,Antioquia,133000,1,b
32,Vichada,814600,13,a
6,Boyaca,1205000,20,c
7,Caldas,513600,30,b
1,Amazonas,819800,22,c
28,Sucre,527600,28,a
27,Santander,835400,28,c
28,Sucre,103200,0,c
18,La Guajira,1765800,4,e
29,Tolima,575200,17,e
24,Quindio,425000,22,c
27,Santander,1666400,28,a
24,Quindio,51000,8,e
28,Sucre,527400,24,e
30,Valle del Cauca,363600,3,a
28,Sucre,417800,17,e
28,Sucre,1629000,18,d
23,Putumayo,1681800,1,a
28,Sucre,910000,15,b
32,Vichada,292400,9,b
17,Huila,191600,3,b
22,Norte de Santander,1616800,29,d
4,Atlantico,807800,26,b
31,Vaupes,1599200,16,a
27,Santander,513800,6,e
22,Norte de Santander,1544600,28,a
7,Caldas,695200,7,e
11,Cesar,586000,22,b
18,La Guajira,1651800,14,c
9,Casanare,387200,14,c
12,Choco,67000,2,c
30,Valle del Cauca,1007000,4,c
30,Valle del Cauca,999400,2,a
12,Choco,1405000,5,b
1,Amazonas,1374200,7,d
14,Cundinamarca,1381800,10,d
3,Arauca,1769200,21,b
4,Atlantico,305200,23,e
15,Guainia,1335400,3,e
13,Cordoba,923400,8,a
6,Boyaca,633600,4,d
16,Guaviare,1880400,7,c
21,Narino,531800,9,c
27,Santander,1871200,1,a
16,Guaviare,1639800,19,d
23,Putumayo,749800,1,a
8,Caqueta,1668600,0,d
17,Huila,1859200,20,d
27,Santander,83200,27,d
6,Boyaca,1797200,22,e
4,Atlantico,236600,17,c
22,Norte de Santander,1846800,1,e
10,Cauca,312800,9,a
4,Atlantico,1320200,16,e
29,Tolima,620200,19,d
25,Risaralda,1318200,1,b
16,Guaviare,859800,25,a
13,Cordoba,1832600,24,a
24,Quindio,1661800,2,e
4,Atlantico,253600,7,e
27,Santander,837600,21,d
22,Norte de Santander,1021000,26,a
17,Huila,542000,16,e
9,Casanare,1151000,24,c
21,Narino,17000,29,b
19,Magdalena,856000,20,e
32,Vichada,43200,8,a
5,Bolivar,996800,21,d
18,La Guajira,1775400,28,e
23,Putumayo,337200,9,b
22,Norte de Santander,1712400,22,e
4,Atlantico,1287600,17,b
29,Tolima,626800,16,c
14,Cundinamarca,600400,6,c
1,Amazonas,799000,25,b
30,Valle del Cauca,1205200,6,e
32,Vichada,1672400,14,c
18,La Guajira,1142200,22,d
21,Narino,1781800,26,e
22,Norte de Santander,1514000,13,e
11,Cesar,469000,2,b
15,Guainia,169600,12,b
2,Antioquia,1832600,26,d
13,Cordoba,358200,24,c
7,Caldas,1609600,3,a
27,Santander,1441200,28,e
24,Quindio,1813800,8,b
4,Atlantico,939400,3,c
30,Valle del Cauca,1437600,8,d
8,Caqueta,1580800,25,e
7,Caldas,191400,21,d
27,Santander,1862400,10,e
14,Cundinamarca,1779000,20,d
23,Putumayo,349800,10,d
29,Tolima,95800,10,a
12,Choco,1680000,9,e
11,Cesar,1615400,30,b
3,Arauca,173200,8,c
22,Norte de Santander,71000,16,d
17,Huila,1859200,26,b
14,Cundinamarca,306600,6,b
13,Cordoba,40400,2,e
17,Huila,1774200,20,b
25,Risaralda,1863800,9,d
6,Boyaca,1979800,24,a
2,Antioquia,55400,30,e
6,Boyaca,1309800,25,d
5,Bolivar,25800,29,c
8,Caqueta,729400,25,a
22,Norte de Santander,998000,25,e
14,Cundinamarca,712000,9,d
22,Norte de Santander,1866600,20,e
8,Caqueta,724400,10,d
23,Putumayo,1497600,5,c
11,Cesar,1152400,17,c
19,Magdalena,274400,29,b
32,Vichada,507800,9,a
19,Magdalena,433000,20,d
21,Narino,1682600,10,a
29,Tolima,1845000,29,c
14,Cundinamarca,1320600,27,c
1,Amazonas,918400,27,b
18,La Guajira,475800,30,b
25,Risaralda,1543800,21,c
29,Tolima,390000,21,b
5,Bolivar,1568800,8,d
10,Cauca,938600,17,d
15,Guainia,453600,26,c
13,Cordoba,1389800,8,c
24,Quindio,1579600,20,d
27,Santander,1822000,22,d
9,Casanare,1820600,10,e
27,Santander,670000,27,a
16,Guaviare,1219000,18,a
16,Guaviare,1978200,23,b
3,Arauca,299800,24,d
13,Cordoba,243400,9,d
15,Guainia,1694000,13,d
28,Sucre,1323400,11,b
5,Bolivar,620600,13,b
12,Choco,611000,24,a
21,Narino,242600,25,a
1,Amazonas,1157200,18,d
6,Boyaca,777000,16,c
4,Atlantico,189600,25,d
15,Guainia,1079000,3,c
11,Cesar,1878400,5,d
13,Cordoba,51200,7,c
6,Boyaca,10000,18,a
8,Caqueta,1919800,20,d
28,Sucre,1759800,4,a
23,Putumayo,1613600,23,e
6,Boyaca,244800,4,e
5,Bolivar,1304800,3,a
1,Amazonas,561000,24,e
17,Huila,1659400,23,c
13,Cordoba,1156400,29,b
28,Sucre,672800,17,a
16,Guaviare,205200,1,b
17,Huila,1753600,18,a
1,Amazonas,1177400,9,b
15,Guainia,1756800,22,b
11,Cesar,40400,29,b
13,Cordoba,1795800,21,d
31,Vaupes,506400,17,c
11,Cesar,1942000,14,c
24,Quindio,1319000,15,c
11,Cesar,1697200,29,e
10,Cauca,440600,11,e
3,Arauca,879000,4,d
2,Antioquia,232200,30,c
19,Magdalena,825800,23,b
30,Valle del Cauca,1718000,29,e
32,Vichada,1163200,29,e
18,La Guajira,1306600,8,a
7,Caldas,662400,5,d
31,Vaupes,902000,30,c
11,Cesar,1738600,9,b
21,Narino,947600,19,e
32,Vichada,1448600,1,c
27,Santander,348400,18,d
7,Caldas,419800,25,a
4,Atlantico,872000,14,a
11,Cesar,596200,22,c
7,Caldas,820000,23,a
13,Cordoba,1283800,8,e
5,Bolivar,1693800,24,d
31,Vaupes,614400,28,d
32,Vichada,954200,23,d
5,Bolivar,1536000,10,b
28,Sucre,1913800,16,a
18,La Guajira,942000,4,a
3,Arauca,1916400,7,d
7,Caldas,1419200,29,d
26,San Andres y Providencia,1848200,4,a
19,Magdalena,183800,11,d
9,Casanare,1071800,11,b
9,Casanare,111200,15,b
31,Vaupes,1158800,15,e
30,Valle del Cauca,364800,1,d
18,La Guajira,1575200,23,d
21,Narino,183800,0,b
31,Vaupes,1574400,13,c
25,Risaralda,681800,13,e
31,Vaupes,1256400,1,b
6,Boyaca,905200,7,b
28,Sucre,101600,8,a
19,Magdalena,955800,29,b
8,Caqueta,1271600,4,d
16,Guaviare,83200,22,d
11,Cesar,55000,19,a
32,Vichada,1257200,20,b
32,Vichada,613200,10,d
20,Meta,972400,14,e
24,Quindio,1138600,27,b
10,Cauca,1473600,21,c
21,Narino,1124400,9,e
19,Magdalena,636200,25,d
12,Choco,78800,27,e
12,Choco,230600,0,d
32,Vichada,674800,25,b
15,Guainia,574400,0,e
10,Cauca,1715000,16,c
27,Santander,1840600,8,d
28,Sucre,267600,3,a
11,Cesar,692600,7,d
29,Tolima,692400,16,d
32,Vichada,1599400,9,c
11,Cesar,824800,17,b
31,Vaupes,533400,23,a
19,Magdalena,669800,27,e
27,Santander,601400,23,a
30,Valle del Cauca,33000,11,e
19,Magdalena,1119600,16,b
20,Meta,1193600,13,c
10,Cauca,802000,5,d
31,Vaupes,678400,15,a
19,Magdalena,1720400,16,e
21,Narino,1387400,3,e
18,La Guajira,980000,13,a
15,Guainia,1955800,27,a
16,Guaviare,728800,23,a
22,Norte de Santander,1405800,2,b
14,Cundinamarca,939800,15,a
20,Meta,1551000,29,c
5,Bolivar,671000,10,e
29,Tolima,371200,15,c
3,Arauca,1444200,22,d
22,Norte de Santander,183600,10,d
4,Atlantico,1936200,19,d
29,Tolima,379200,22,a
32,Vichada,898200,26,d
25,Risaralda,25800,12,c
3,Arauca,670600,12,a
21,Narino,468000,18,b
27,Santander,139600,18,e
2,Antioquia,1552800,18,c
1,Amazonas,997800,21,a
22,Norte de Santander,1642000,29,c
20,Meta,1673200,24,c
31,Vaupes,1862200,20,b
19,Magdalena,1704000,12,c
26,San Andres y Providencia,1191600,27,a
27,Santander,1152400,15,b
5,Bolivar,345000,12,a
28,Sucre,319200,24,c
22,Norte de Santander,746200,6,d
21,Narino,387800,13,a
11,Cesar,1377800,14,c
18,La Guajira,622800,24,e
5,Bolivar,269400,29,d
15,Guainia,584400,0,c
7,Caldas,1970600,28,e
32,Vichada,1026400,25,d
20,Meta,163600,11,c
12,Choco,1555400,30,d
29,Tolima,272400,16,a
5,Bolivar,138000,4,d
24,Quindio,456600,2,b
26,San Andres y Providencia,1754600,9,c
12,Choco,577200,22,d
16,Guaviare,1429400,1,c
27,Santander,1125600,1,b
8,Caqueta,1049800,21,d
27,Santander,688200,22,d
17,Huila,1373000,23,a
8,Caqueta,1612800,20,a
15,Guainia,234400,11,e
26,San Andres y Providencia,278200,3,b
8,Caqueta,809600,14,b
22,Norte de Santander,929800,23,a
30,Valle del Cauca,229800,27,c
13,Cordoba,308000,18,e
1,Amazonas,973000,13,e
21,Narino,660000,6,b
32,Vichada,1816000,17,d
6,Boyaca,1099600,1,e
19,Magdalena,1562800,5,e
29,Tolima,938600,4,b
24,Quindio,540200,28,c
14,Cundinamarca,1449000,30,b
21,Narino,473800,10,c
24,Quindio,1706800,17,e
4,Atlantico,17200,29,a
16,Guaviare,105800,2,b
28,Sucre,1979200,17,d
25,Risaralda,564200,13,d
11,Cesar,1321000,14,b
27,Santander,742800,3,d
21,Narino,70000,21,b
7,Caldas,1195000,15,c
20,Meta,881400,29,c
24,Quindio,193600,29,a
19,Magdalena,1368400,1,a
14,Cundinamarca,1808600,15,e
20,Meta,1566800,10,d
8,Caqueta,619000,23,c
30,Valle del Cauca,163400,17,e
6,Boyaca,1523200,20,c
25,Risaralda,923200,24,d
9,Casanare,1148600,16,c
8,Caqueta,1194000,25,b
7,Caldas,1888200,27,e
31,Vaupes,847600,0,c
5,Bolivar,476400,7,a
31,Vaupes,283200,8,e
31,Vaupes,1944600,3,d
2,Antioquia,1308800,1,c
31,Vaupes,599200,11,e
2,Antioquia,1664400,5,b
24,Quindio,1498800,24,c
28,Sucre,172000,0,b
5,Bolivar,1600400,4,c
32,Vichada,664000,23,d
31,Vaupes,519600,10,a
15,Guainia,275800,4,e
30,Valle del Cauca,1583000,21,a
23,Putumayo,270800,15,b
11,Cesar,646000,18,a
6,Boyaca,1824600,0,b
2,Antioquia,1751800,14,e
30,Valle del Cauca,1985800,2,a
31,Vaupes,1868600,24,c
25,Risaralda,491600,18,b
16,Guaviare,1481800,24,e
2,Antioquia,1255400,1,e
8,Caqueta,224800,13,e
22,Norte de Santander,542800,21,c
16,Guaviare,1742600,28,a
31,Vaupes,56400,16,c
32,Vichada,1061000,17,b
16,Guaviare,973200,27,b
13,Cordoba,1104200,29,b
18,La Guajira,1080200,1,c
12,Choco,841800,28,a
20,Meta,1252400,2,a
17,Huila,587200,18,b
6,Boyaca,1556200,27,c
9,Casanare,283400,9,d
20,Meta,200,0,c
22,Norte de Santander,31800,2,a
32,Vichada,1728000,1,d
32,Vichada,388000,3,a
17,Huila,880800,3,e
1,Amazonas,359600,20,b
19,Magdalena,1164200,0,d
21,Narino,1078400,11,d
28,Sucre,1558200,11,d
19,Magdalena,620200,8,b
11,Cesar,954400,21,b
23,Putumayo,1587000,11,b
23,Putumayo,1261200,30,d
26,San Andres y Providencia,1551600,6,a
24,Quindio,329200,11,b
8,Caqueta,1161000,8,c
31,Vaupes,1195000,0,e
1,Amazonas,535800,5,a
5,Bolivar,829800,14,c
28,Sucre,1647800,26,d
23,Putumayo,1235000,25,a
5,Bolivar,369600,7,c
11,Cesar,864800,3,c
8,Caqueta,764000,16,d
4,Atlantico,1843600,24,b
31,Vaupes,5600,2,d
24,Quindio,1153200,7,a
15,Guainia,1012200,2,e
28,Sucre,1217000,24,e
4,Atlantico,1942800,15,b
6,Boyaca,1651800,20,b
25,Risaralda,24200,10,c
2,Antioquia,1559000,3,b
6,Boyaca,1156800,14,a
7,Caldas,1771400,23,c
27,Santander,217400,21,c
4,Atlantico,1478400,22,a
2,Antioquia,513600,11,c
24,Quindio,211800,8,d
12,Choco,1804600,12,b
5,Bolivar,1702000,4,c
29,Tolima,1130800,17,d
12,Choco,1617200,21,c
13,Cordoba,1747600,21,d
11,Cesar,319200,5,d
29,Tolima,671400,7,b
19,Magdalena,1901400,5,d
9,Casanare,1813000,3,a
23,Putumayo,1775200,13,b
16,Guaviare,384600,29,a
32,Vichada,211400,17,b
23,Putumayo,1915800,7,b
27,Santander,1079800,9,a
1,Amazonas,1354200,30,b
8,Caqueta,1614600,4,d
30,Valle del Cauca,601600,13,b
11,Cesar,213000,10,a
9,Casanare,218800,28,a
5,Bolivar,1564400,14,b
24,Quindio,1592600,30,a
1,Amazonas,1084200,28,d
28,Sucre,166600,14,a
21,Narino,1917600,19,b
26,San Andres y Providencia,219800,20,e
19,Magdalena,1581400,20,a
15,Guainia,1138400,16,e
1,Amazonas,22200,27,a
11,Cesar,1951000,4,e
17,Huila,1447000,2,c
27,Santander,10000,25,e
32,Vichada,1471800,30,d
1,Amazonas,1246400,18,b
29,Tolima,182000,14,c
24,Quindio,1975600,24,a
13,Cordoba,1283000,15,e
1,Amazonas,995400,5,b
26,San Andres y Providencia,526400,6,c
16,Guaviare,153000,19,d
4,Atlantico,336600,10,e
20,Meta,793200,3,b
20,Meta,1713000,1,d
26,San Andres y Providencia,1454000,17,c
18,La Guajira,460000,19,b
18,La Guajira,31400,2,d
19,Magdalena,1251200,4,a
16,Guaviare,1048400,7,d
10,Cauca,37000,29,d
29,Tolima,843600,24,c
4,Atlantico,1240600,18,c
15,Guainia,126800,2,c
13,Cordoba,662000,14,c
23,Putumayo,699800,23,b
27,Santander,1159200,2,d
17,Huila,1399400,0,e
21,Narino,1616800,24,e
24,Quindio,162000,15,a
17,Huila,546400,7,b
31,Vaupes,1503600,8,d
31,Vaupes,1268600,0,c
20,Meta,1713200,20,c
19,Magdalena,183800,28,b
25,Risaralda,232800,15,e
3,Arauca,648000,29,a
11,Cesar,144200,22,a
6,Boyaca,1643200,22,e
10,Cauca,434600,0,c
15,Guainia,1180400,4,d
5,Bolivar,857800,3,d
3,Arauca,966000,29,b
2,Antioquia,1586400,17,b
32,Vichada,227200,30,b
22,Norte de Santander,1210200,27,b
27,Santander,128400,1,b
4,Atlantico,827400,23,e
26,San Andres y Providencia,552600,30,c
10,Cauca,894400,11,d
29,Tolima,316400,3,a
29,Tolima,1811400,8,a
9,Casanare,1324600,0,c
3,Arauca,936600,9,c
1,Amazonas,893600,4,e
29,Tolima,772800,19,b
27,Santander,710200,1,d
6,Boyaca,335000,22,c
23,Putumayo,813000,26,e
15,Guainia,1915800,11,b
22,Norte de Santander,1092800,17,d
21,Narino,376200,3,e
8,Caqueta,618000,25,b
9,Casanare,1548200,25,c
15,Guainia,1393000,21,d
17,Huila,263000,29,b
4,Atlantico,642200,21,e
12,Choco,620200,16,d
21,Narino,789000,10,a
8,Caqueta,24200,24,b
26,San Andres y Providencia,1218000,21,a
32,Vichada,1947600,7,d
4,Atlantico,126600,6,a
27,Santander,210600,17,d
11,Cesar,774400,26,d
26,San Andres y Providencia,1614400,23,b
3,Arauca,807600,21,a
16,Guaviare,1935600,30,b
16,Guaviare,64000,16,b
8,Caqueta,1886000,16,e
7,Caldas,1734400,3,a
13,Cordoba,1569800,4,c
23,Putumayo,594600,11,c
24,Quindio,1955600,4,b
7,Caldas,232000,27,c
21,Narino,820200,20,c
9,Casanare,771000,0,b
24,Quindio,1256000,30,a
7,Caldas,312200,19,c
2,Antioquia,817400,7,d
29,Tolima,963600,9,c
7,Caldas,476600,18,d
5,Bolivar,1939200,10,c
3,Arauca,1123600,5,b
25,Risaralda,1500000,4,e
3,Arauca,1230800,10,c
11,Cesar,457200,4,c
27,Santander,1793000,22,b
13,Cordoba,1324800,20,a
25,Risaralda,44200,1,c
22,Norte de Santander,1552800,12,a
2,Antioquia,731200,18,b
15,Guainia,155600,1,b
10,Cauca,509000,2,d
26,San Andres y Providencia,1821400,12,a
12,Choco,1710800,8,d
30,Valle del Cauca,82000,2,e
22,Norte de Santander,662000,25,b
1,Amazonas,1878400,6,b
4,Atlantico,916200,29,b
6,Boyaca,710600,11,d
26,San Andres y Providencia,612000,19,c
1,Amazonas,1227600,6,a
18,La Guajira,1754000,6,c
29,Tolima,404200,22,c
31,Vaupes,1849600,16,d
16,Guaviare,1218400,26,e
20,Meta,1765800,17,b
10,Cauca,517000,22,c
16,Guaviare,605600,10,b
21,Narino,332200,14,d
1,Amazonas,1093400,4,e
16,Guaviare,481400,1,c
20,Meta,1843200,11,e
6,Boyaca,1350800,15,c
15,Guainia,1915400,5,d
7,Caldas,1697600,7,a
10,Cauca,81600,15,b
9,Casanare,1336400,4,b
30,Valle del Cauca,1227800,16,a
24,Quindio,1879200,19,a
11,Cesar,1717600,11,a
3,Arauca,7000,1,d
15,Guainia,1857200,13,c
9,Casanare,1479400,25,a
24,Quindio,832200,30,b
27,Santander,188600,1,d
25,Risaralda,1559000,2,c
6,Boyaca,223000,21,d
29,Tolima,672400,28,c
29,Tolima,757600,1,e
1,Amazonas,1327200,22,b
14,Cundinamarca,653200,22,c
21,Narino,306000,19,c
14,Cundinamarca,1971800,29,b
1,Amazonas,1142000,23,e
11,Cesar,1245600,30,b
16,Guaviare,925200,29,d
10,Cauca,1036200,2,b
9,Casanare,1458000,1,b
24,Quindio,1270600,23,d
18,La Guajira,1658200,30,b
4,Atlantico,254200,24,a
11,Cesar,874600,23,e
32,Vichada,1414200,21,c
9,Casanare,172400,2,d
20,Meta,136600,17,e
27,Santander,941000,15,c
6,Boyaca,1644600,9,d
30,Valle del Cauca,110600,25,b
14,Cundinamarca,1026600,29,c
23,Putumayo,1841800,21,c
16,Guaviare,1395000,9,d
29,Tolima,831600,3,b
28,Sucre,704800,25,a
7,Caldas,1655000,12,c
4,Atlantico,773400,23,a
19,Magdalena,1167200,15,d
1,Amazonas,1028800,1,d
19,Magdalena,183400,26,a
3,Arauca,814800,29,a
8,Caqueta,892600,8,e
27,Santander,350400,10,d
7,Caldas,967400,22,e
19,Magdalena,1217200,4,a
21,Narino,1432400,30,c
29,Tolima,1222800,10,e
20,Meta,529200,3,e
19,Magdalena,656200,9,b
10,Cauca,678400,17,b
8,Caqueta,1903000,7,d
4,Atlantico,179600,6,d
5,Bolivar,1168400,30,a
29,Tolima,1895600,22,c
2,Antioquia,285200,20,d
28,Sucre,699800,7,d
2,Antioquia,949200,29,c
22,Norte de Santander,372000,9,e
10,Cauca,1488400,15,e
4,Atlantico,354800,9,e
4,Atlantico,1540800,15,b
18,La Guajira,1626800,2,b
30,Valle del Cauca,1980800,26,b
20,Meta,229000,24,c
18,La Guajira,731600,4,b
2,Antioquia,2800,4,e
13,Cordoba,625200,20,d
3,Arauca,217000,19,e
28,Sucre,1191000,22,a
4,Atlantico,1611200,27,b
2,Antioquia,91000,24,b
17,Huila,1694200,30,a
26,San Andres y Providencia,1962600,12,c
28,Sucre,1016600,29,b
28,Sucre,542400,23,d
12,Choco,741800,5,c
22,Norte de Santander,1077800,6,d
24,Quindio,718400,26,a
3,Arauca,1639400,18,a
31,Vaupes,1578000,11,c
4,Atlantico,1088200,4,b
6,Boyaca,1332200,9,c
26,San Andres y Providencia,1556600,25,a
22,Norte de Santander,1872200,9,a
25,Risaralda,1235000,25,c
14,Cundinamarca,485800,12,c
26,San Andres y Providencia,1643000,16,d
5,Bolivar,118600,24,c
9,Casanare,893000,13,a
17,Huila,1942000,8,c
29,Tolima,580200,28,d
31,Vaupes,779000,13,e
29,Tolima,1929200,9,b
9,Casanare,605400,12,b
10,Cauca,1235200,12,a
13,Cordoba,449200,24,a
7,Caldas,1023800,8,e
31,Vaupes,1748800,13,c
22,Norte de Santander,354800,7,b
18,La Guajira,1264800,23,e
15,Guainia,917600,18,c
29,Tolima,685800,20,a
8,Caqueta,1157200,13,e
3,Arauca,1928000,5,d
20,Meta,659200,8,c
28,Sucre,1082600,0,c
8,Caqueta,823600,7,e
21,Narino,196600,5,d
25,Risaralda,354000,6,c
4,Atlantico,714400,16,a
28,Sucre,1915400,2,b
16,Guaviare,1549600,8,e
1,Amazonas,1159400,22,d
26,San Andres y Providencia,317600,8,b
27,Santander,59600,19,c
18,La Guajira,1196600,11,a
19,Magdalena,702800,16,c
26,San Andres y Providencia,1134800,8,b
26,San Andres y Providencia,1134200,1,b
6,Boyaca,1866800,20,d
12,Choco,110800,25,a
20,Meta,228000,26,c
9,Casanare,1527000,29,e
18,La Guajira,213400,26,e
24,Quindio,658000,6,a
10,Cauca,1004200,26,c
6,Boyaca,1301200,0,b
14,Cundinamarca,1892200,29,b
9,Casanare,1098400,24,c
24,Quindio,1632000,25,e
2,Antioquia,681200,14,a
18,La Guajira,1696600,21,d
16,Guaviare,806400,1,d
21,Narino,955200,9,d
28,Sucre,1225000,1,a
26,San Andres y Providencia,930400,1,d
30,Valle del Cauca,1210800,25,e
18,La Guajira,306400,10,b
15,Guainia,165400,21,d
28,Sucre,98200,7,b
7,Caldas,531400,17,b
24,Quindio,1521800,16,e
11,Cesar,1375200,17,b
5,Bolivar,1027800,29,c
3,Arauca,823200,13,a
21,Narino,246200,8,c
26,San Andres y Providencia,374400,29,c
20,Meta,1138600,27,e
22,Norte de Santander,697400,27,a
4,Atlantico,910600,22,e
30,Valle del Cauca,465600,28,d
6,Boyaca,258400,0,d
3,Arauca,1392400,6,d
10,Cauca,1115200,25,a
3,Arauca,1528800,28,e
32,Vichada,1320600,18,c
24,Quindio,470800,29,a
29,Tolima,340800,25,d
27,Santander,1393400,14,d
3,Arauca,1397600,0,d
30,Valle del Cauca,726600,8,a
10,Cauca,1625000,27,e
3,Arauca,1663800,3,c
21,Narino,1542400,2,a
18,La Guajira,1230200,22,e
8,Caqueta,1578600,18,e
29,Tolima,1443800,22,c
23,Putumayo,1628800,26,e
12,Choco,1751000,6,b
14,Cundinamarca,1419600,15,b
10,Cauca,1848200,14,b
8,Caqueta,1160800,15,e
20,Meta,105000,19,e
4,Atlantico,1408000,18,c
11,Cesar,832000,2,a
21,Narino,1845800,6,a
11,Cesar,954000,21,c
25,Risaralda,905200,3,d
28,Sucre,1927600,10,e
18,La Guajira,1118600,3,a
25,Risaralda,1262200,22,a
18,La Guajira,574800,26,b
23,Putumayo,1383400,14,a
30,Valle del Cauca,1288800,13,c
3,Arauca,1605800,0,d
1,Amazonas,1837200,24,a
18,La Guajira,856200,10,b
6,Boyaca,950600,5,e
20,Meta,280000,22,e
31,Vaupes,977400,22,a
24,Quindio,1771000,23,d
29,Tolima,537800,14,c
23,Putumayo,242200,2,c
25,Risaralda,492400,14,d
26,San Andres y Providencia,937400,22,d
6,Boyaca,133000,8,a
23,Putumayo,604200,19,d
8,Caqueta,1969000,26,c
14,Cundinamarca,1860200,23,b
26,San Andres y Providencia,230400,3,d
27,Santander,1592600,24,c
19,Magdalena,92800,4,e
2,Antioquia,1762000,4,e
27,Santander,1065000,10,b
30,Valle del Cauca,106000,6,b
9,Casanare,1453600,4,b
26,San Andres y Providencia,1902200,23,a
6,Boyaca,140200,21,c
20,Meta,291400,16,a
26,San Andres y Providencia,1949600,28,a
32,Vichada,1553000,8,b
28,Sucre,1752400,25,b
21,Narino,1730800,2,c
28,Sucre,506200,5,a
13,Cordoba,325000,15,c
32,Vichada,1077000,8,c
29,Tolima,740000,8,b
3,Arauca,939800,18,a
6,Boyaca,1116000,27,b
20,Meta,1515000,2,b
9,Casanare,1043800,14,a
22,Norte de Santander,633600,9,b
26,San Andres y Providencia,1466800,3,e
13,Cordoba,328400,4,a
16,Guaviare,859600,3,e
32,Vichada,340600,9,a
31,Vaupes,770600,12,b
17,Huila,1150800,27,e
18,La Guajira,1670200,8,c
16,Guaviare,1995600,9,c
10,Cauca,1870600,4,b
26,San Andres y Providencia,621400,1,a
8,Caqueta,1093200,8,c
2,Antioquia,1816400,28,b
23,Putumayo,1378400,14,a
31,Vaupes,1998000,6,a
8,Caqueta,120200,27,d
27,Santander,148600,2,c
9,Casanare,265400,16,d
23,Putumayo,1438200,29,e
11,Cesar,1263200,26,c
31,Vaupes,1651600,24,e
19,Magdalena,397400,20,b
4,Atlantico,1524000,22,d
12,Choco,1920800,8,c
5,Bolivar,745600,20,e
16,Guaviare,1633000,29,a
10,Cauca,170600,20,e
17,Huila,1412600,26,c
24,Quindio,382400,9,b
9,Casanare,794600,18,d
31,Vaupes,891000,7,e
28,Sucre,611600,5,c
8,Caqueta,8800,17,a
15,Guainia,1510200,20,c
15,Guainia,784600,5,b
31,Vaupes,1746400,1,d
19,Magdalena,1174400,8,d
12,Choco,589800,17,e
10,Cauca,1855000,27,c
8,Caqueta,491400,29,d
28,Sucre,1881400,16,c
7,Caldas,422000,15,b
12,Choco,1317600,9,c
5,Bolivar,1177600,18,c
6,Boyaca,178800,9,a
12,Choco,349600,2,d
28,Sucre,1668800,22,e
15,Guainia,27400,21,c
26,San Andres y Providencia,1933200,16,a
10,Cauca,254600,18,c
23,Putumayo,99800,6,e
25,Risaralda,700400,26,a
14,Cundinamarca,427400,22,e
4,Atlantico,641800,16,b
5,Bolivar,399600,13,e
30,Valle del Cauca,602400,23,b
7,Caldas,1867800,6,c
25,Risaralda,256200,9,e
12,Choco,1057800,9,d
12,Choco,507200,1,a
26,San Andres y Providencia,927400,18,d
4,Atlantico,608000,22,d
32,Vichada,1681800,26,c
7,Caldas,583600,26,e
32,Vichada,1346600,7,a
25,Risaralda,984400,18,d
8,Caqueta,702600,26,c
13,Cordoba,1526200,2,e
8,Caqueta,223800,0,d
27,Santander,1309600,30,b
32,Vichada,684400,21,a
13,Cordoba,1569600,1,d
31,Vaupes,1511000,26,e
31,Vaupes,1921200,17,e
6,Boyaca,448200,17,b
30,Valle del Cauca,1974800,16,c
10,Cauca,1860600,17,d
32,Vichada,251800,4,a
32,Vichada,1758200,17,e
14,Cundinamarca,575800,6,b
23,Putumayo,1717000,6,a
29,Tolima,613200,15,e
25,Risaralda,598600,28,b
3,Arauca,1337800,25,e
3,Arauca,1760400,14,a
16,Guaviare,1781800,20,a
30,Valle del Cauca,1263800,0,b
15,Guainia,884600,5,d
16,Guaviare,1297400,26,e
6,Boyaca,872600,26,a
28,Sucre,387200,19,b
3,Arauca,871600,5,d
1,Amazonas,1612000,9,d
23,Putumayo,917200,11,c
4,Atlantico,1472000,1,a
3,Arauca,1648600,14,c
26,San Andres y Providencia,1575600,7,e
18,La Guajira,954600,6,c
20,Meta,1996000,19,d
28,Sucre,1020800,18,d
32,Vichada,583400,10,c
24,Quindio,353400,27,a
19,Magdalena,1841800,28,d
